,season,SPECID1,SPECID2,L1_norm,valid,Household
3365,2014-2015,HS1253,HS1409,14.13683797,FALSE,FALSE
3366,2014-2015,HS1385,HS1409,280.136838,FALSE,FALSE
3367,2014-2015,HS1357,HS1409,78.13683797,FALSE,FALSE
3368,2014-2015,HS1349,HS1409,278.6138605,FALSE,FALSE
3369,2014-2015,HS1375,HS1409,36.92636644,FALSE,FALSE
3370,2014-2015,HS1341,HS1409,36.5961976,FALSE,FALSE
3371,2014-2015,MH7800,HS1409,34.99737081,FALSE,FALSE
3372,2014-2015,HS1392,HS1409,70.13683797,FALSE,FALSE
3373,2014-2015,HS1402,HS1409,66.13683797,FALSE,FALSE
3374,2014-2015,HS1351,HS1409,66.18928178,FALSE,FALSE
3375,2014-2015,HS1364,HS1409,28.21829555,FALSE,FALSE
3376,2014-2015,HS1387,HS1409,70.13683797,FALSE,FALSE
3377,2014-2015,HS1367,HS1409,14.47027615,FALSE,FALSE
3378,2014-2015,HS1255,MH7440,16.34360597,FALSE,FALSE
3379,2014-2015,MH7409,MH7440,15.05293365,FALSE,FALSE
3380,2014-2015,MH7390,MH7440,1.398095294,TRUE,TRUE
3381,2014-2015,HS1250,MH7440,18.97132681,FALSE,FALSE
3382,2014-2015,HS1253,MH7440,19.05293365,FALSE,FALSE
3383,2014-2015,HS1255,MH7390,15.55431243,FALSE,FALSE
3384,2014-2015,MH7409,MH7390,14.2636401,FALSE,FALSE
3385,2014-2015,HS1256,MH7390,2.488064458,TRUE,TRUE
3386,2014-2015,HS1250,MH7390,18.18203327,FALSE,FALSE
3387,2014-2015,HS1253,MH7390,18.2636401,FALSE,FALSE
3388,2014-2015,HS1255,HS1256,13.51509669,FALSE,FALSE
3389,2014-2015,MH7409,HS1256,12.22442436,FALSE,FALSE
3390,2014-2015,HS1250,HS1256,16.14281753,FALSE,FALSE
3391,2014-2015,HS1253,HS1256,16.22442436,FALSE,FALSE
3392,2014-2015,HS1394,MH8386,94.2398913,FALSE,FALSE
3393,2014-2015,MH7843,MH8386,94.2941752,FALSE,FALSE
3394,2014-2015,MH8155,MH8386,82.24501673,FALSE,FALSE
3395,2014-2015,HS1376,MH8386,90.37991933,FALSE,FALSE
3396,2014-2015,MH8156,MH8386,393.0141218,FALSE,FALSE
3397,2014-2015,MH7505,MH8386,80.89511473,FALSE,FALSE
3398,2014-2015,HS1255,MH8386,77.53056363,FALSE,FALSE
3399,2014-2015,MH7796,MH8386,106.4636244,FALSE,FALSE
3400,2014-2015,MH8165,MH8386,98.61880049,FALSE,FALSE
3401,2014-2015,MH7492,MH8386,78.06541371,FALSE,FALSE
3402,2014-2015,HS1340,MH8386,80.41106935,FALSE,FALSE
3403,2014-2015,HS1413,MH8386,90.43780413,FALSE,FALSE
3404,2014-2015,HS1448,MH8386,90.2398913,FALSE,FALSE
3405,2014-2015,HS1393,MH8386,88.2398913,FALSE,FALSE
3406,2014-2015,MH7890,MH8386,77.57872363,FALSE,FALSE
3407,2014-2015,HS1345,MH8386,76.34625753,FALSE,FALSE
3408,2014-2015,HS1369,MH8386,96.50460782,FALSE,FALSE
3409,2014-2015,HS1336,MH8386,90.44722974,FALSE,FALSE
3410,2014-2015,MH7612,MH8386,90.34094185,FALSE,FALSE
3411,2014-2015,HS1377,MH8386,46.2398913,FALSE,FALSE
3412,2014-2015,MH7845,MH8386,92.21776013,FALSE,FALSE
3413,2014-2015,MH7891,MH8386,78.45472946,FALSE,FALSE
3414,2014-2015,MH8126,MH8386,79.51216727,FALSE,FALSE
3415,2014-2015,MH7409,MH8386,76.2398913,FALSE,FALSE
3416,2014-2015,MH7893,MH8386,86.37219665,FALSE,FALSE
3417,2014-2015,HS1388,MH8386,92.28280716,FALSE,FALSE
3418,2014-2015,HS1342,MH8386,94.36187465,FALSE,FALSE
3419,2014-2015,MH7455,MH8386,78.31120714,FALSE,FALSE
3420,2014-2015,HS1408,MH8386,79.66825265,FALSE,FALSE
3421,2014-2015,MH7885,MH8386,78.2398913,FALSE,FALSE
3422,2014-2015,HS1409,MH8386,78.37672927,FALSE,FALSE
3423,2014-2015,MH7440,MH8386,83.29282495,FALSE,FALSE
3424,2014-2015,MH7390,MH8386,82.5035314,FALSE,FALSE
3425,2014-2015,HS1256,MH8386,80.46431566,FALSE,FALSE
3426,2014-2015,HS1328,MH8386,90.2398913,FALSE,FALSE
3427,2014-2015,HS1327,MH8386,88.31988637,FALSE,FALSE
3428,2014-2015,HS1313,MH8386,88.70189707,FALSE,FALSE
3429,2014-2015,HS1250,MH8386,80.15828447,FALSE,FALSE
3430,2014-2015,HS1294,MH8386,80.70298754,FALSE,FALSE
3431,2014-2015,HS1253,MH8386,80.2398913,FALSE,FALSE
3432,2014-2015,HS1455,MH8386,64.26319959,FALSE,FALSE
3433,2014-2015,HS1385,MH8386,294.2398913,FALSE,FALSE
3434,2014-2015,HS1357,MH8386,92.2398913,FALSE,FALSE
3435,2014-2015,HS1349,MH8386,292.7169138,FALSE,FALSE
3436,2014-2015,HS1465,MH8386,84.2398913,FALSE,FALSE
3437,2014-2015,HS1463,MH8386,84.2398913,FALSE,FALSE
3438,2014-2015,MH8041,MH8386,84.28417893,FALSE,FALSE
3439,2014-2015,HS1460,MH8386,58.2398913,FALSE,FALSE
3440,2014-2015,HS1427,MH8386,58.4632638,FALSE,FALSE
3441,2014-2015,HS1375,MH8386,83.02941978,FALSE,FALSE
3442,2014-2015,HS1341,MH8386,82.69925093,FALSE,FALSE
3443,2014-2015,MH8183,MH8386,88.0405448,FALSE,FALSE
3444,2014-2015,MH7800,MH8386,81.10042415,FALSE,FALSE
3445,2014-2015,MH8129,MH8386,95.66558646,FALSE,FALSE
3446,2014-2015,HS1392,MH8386,88.2398913,FALSE,FALSE
3447,2014-2015,HS1402,MH8386,28.2398913,FALSE,FALSE
3448,2014-2015,HS1401,MH8386,28.30859344,FALSE,FALSE
3449,2014-2015,HS1351,MH8386,28.29233512,FALSE,FALSE
3450,2014-2015,HS1487,MH8386,84.2872785,FALSE,FALSE
3451,2014-2015,MH8088,MH8386,83.23656696,FALSE,FALSE
3452,2014-2015,MH8089,MH8386,81.77818074,FALSE,FALSE
3453,2014-2015,HS1421,MH8386,76.65713763,FALSE,FALSE
3454,2014-2015,HS1473,MH8386,87.25223764,FALSE,FALSE
3455,2014-2015,HS1474,MH8386,82.53705577,FALSE,FALSE
3456,2014-2015,MH8392,MH8386,92.2398913,FALSE,FALSE
3457,2014-2015,HS1457,MH8386,92.52532833,FALSE,FALSE
3458,2014-2015,HS1364,MH8386,74.32134889,FALSE,FALSE
3459,2014-2015,HS1405,MH8386,94.2398913,FALSE,FALSE
3460,2014-2015,HS1425,MH8386,86.3708268,FALSE,FALSE
3461,2014-2015,MH8309,MH8386,88.2398913,FALSE,FALSE
3462,2014-2015,HS1450,MH8386,86.19550267,FALSE,FALSE
3463,2014-2015,MH8137,MH8386,93.0427118,FALSE,FALSE
3464,2014-2015,MH8052,MH8386,90.35893191,FALSE,FALSE
3465,2014-2015,MH8090,MH8386,89.23557359,FALSE,FALSE
3466,2014-2015,HS1445,MH8386,90.11505643,FALSE,FALSE
3467,2014-2015,HS1387,MH8386,88.2398913,FALSE,FALSE
3468,2014-2015,HS1367,MH8386,80.57332948,FALSE,FALSE
3469,2014-2015,HS1390,MH8386,33.51342864,FALSE,FALSE
3470,2014-2015,HS1391,MH8386,32.2398913,FALSE,FALSE
3471,2014-2015,HS1394,HS1507,94.32474237,FALSE,FALSE
3472,2014-2015,MH7843,HS1507,94.37902628,FALSE,FALSE
3473,2014-2015,MH8155,HS1507,82.3298678,FALSE,FALSE
3474,2014-2015,HS1376,HS1507,90.4647704,FALSE,FALSE
3475,2014-2015,HS1484,HS1507,46.32474237,FALSE,FALSE
3476,2014-2015,MH8156,HS1507,393.0989729,FALSE,FALSE
3477,2014-2015,MH7505,HS1507,80.9799658,FALSE,FALSE
3478,2014-2015,HS1255,HS1507,77.6154147,FALSE,FALSE
3479,2014-2015,MH7796,HS1507,106.5484755,FALSE,FALSE
3480,2014-2015,MH8165,HS1507,98.70365156,FALSE,FALSE
3481,2014-2015,MH7492,HS1507,78.15026478,FALSE,FALSE
3482,2014-2015,HS1340,HS1507,80.49592043,FALSE,FALSE
3483,2014-2015,HS1413,HS1507,90.52265521,FALSE,FALSE
3484,2014-2015,HS1448,HS1507,90.32474237,FALSE,FALSE
3485,2014-2015,HS1393,HS1507,88.32474237,FALSE,FALSE
3486,2014-2015,MH7890,HS1507,77.6635747,FALSE,FALSE
3487,2014-2015,HS1345,HS1507,76.43110861,FALSE,FALSE
3488,2014-2015,HS1369,HS1507,96.5894589,FALSE,FALSE
3489,2014-2015,HS1336,HS1507,90.53208081,FALSE,FALSE
3490,2014-2015,MH7612,HS1507,90.42579292,FALSE,FALSE
3491,2014-2015,HS1377,HS1507,46.32474237,FALSE,FALSE
3492,2014-2015,MH7845,HS1507,92.30261121,FALSE,FALSE
3493,2014-2015,MH7891,HS1507,78.53958054,FALSE,FALSE
3494,2014-2015,MH8126,HS1507,79.59701834,FALSE,FALSE
3495,2014-2015,MH7409,HS1507,76.32474237,FALSE,FALSE
3496,2014-2015,MH7893,HS1507,86.45704772,FALSE,FALSE
3497,2014-2015,HS1388,HS1507,92.36765823,FALSE,FALSE
3498,2014-2015,HS1342,HS1507,94.44672572,FALSE,FALSE
3499,2014-2015,MH7455,HS1507,78.39605821,FALSE,FALSE
3500,2014-2015,HS1408,HS1507,79.75310373,FALSE,FALSE
3501,2014-2015,MH7885,HS1507,78.32474237,FALSE,FALSE
3502,2014-2015,HS1409,HS1507,78.46158034,FALSE,FALSE
3503,2014-2015,MH7440,HS1507,83.37767602,FALSE,FALSE
3504,2014-2015,MH7390,HS1507,82.58838247,FALSE,FALSE
3505,2014-2015,HS1256,HS1507,80.54916673,FALSE,FALSE
3506,2014-2015,MH8386,HS1507,0.100197293,TRUE,TRUE
3507,2014-2015,HS1328,HS1507,90.32474237,FALSE,FALSE
3508,2014-2015,HS1327,HS1507,88.40473744,FALSE,FALSE
3509,2014-2015,HS1313,HS1507,88.78674814,FALSE,FALSE
3510,2014-2015,HS1250,HS1507,80.24313554,FALSE,FALSE
3511,2014-2015,HS1294,HS1507,80.78783861,FALSE,FALSE
3512,2014-2015,HS1253,HS1507,80.32474237,FALSE,FALSE
3513,2014-2015,HS1455,HS1507,64.34805066,FALSE,FALSE
3514,2014-2015,HS1385,HS1507,294.3247424,FALSE,FALSE
3515,2014-2015,HS1357,HS1507,92.32474237,FALSE,FALSE
3516,2014-2015,HS1525,HS1507,28.32474237,FALSE,FALSE
3517,2014-2015,HS1349,HS1507,292.8017649,FALSE,FALSE
3518,2014-2015,HS1465,HS1507,84.32474237,FALSE,FALSE
3519,2014-2015,HS1463,HS1507,84.32474237,FALSE,FALSE
3520,2014-2015,MH8041,HS1507,84.36903,FALSE,FALSE
3521,2014-2015,HS1460,HS1507,58.32474237,FALSE,FALSE
3522,2014-2015,HS1427,HS1507,58.54811488,FALSE,FALSE
3523,2014-2015,HS1375,HS1507,83.11427085,FALSE,FALSE
3524,2014-2015,HS1341,HS1507,82.78410201,FALSE,FALSE
3525,2014-2015,MH8183,HS1507,88.12539588,FALSE,FALSE
3526,2014-2015,MH7800,HS1507,81.18527522,FALSE,FALSE
3527,2014-2015,MH8129,HS1507,95.75043753,FALSE,FALSE
3528,2014-2015,HS1392,HS1507,88.32474237,FALSE,FALSE
3529,2014-2015,HS1402,HS1507,28.32474237,FALSE,FALSE
3530,2014-2015,HS1401,HS1507,28.39344452,FALSE,FALSE
3531,2014-2015,HS1351,HS1507,28.37718619,FALSE,FALSE
3532,2014-2015,HS1487,HS1507,84.37212957,FALSE,FALSE
3533,2014-2015,MH8088,HS1507,83.32141803,FALSE,FALSE
3534,2014-2015,MH8089,HS1507,81.86303181,FALSE,FALSE
3535,2014-2015,HS1421,HS1507,76.74198871,FALSE,FALSE
3536,2014-2015,HS1473,HS1507,87.33708871,FALSE,FALSE
3537,2014-2015,HS1474,HS1507,82.62190684,FALSE,FALSE
3538,2014-2015,MH8392,HS1507,92.32474237,FALSE,FALSE
3539,2014-2015,HS1457,HS1507,92.6101794,FALSE,FALSE
3540,2014-2015,MH8354,HS1507,92.54958518,FALSE,FALSE
3541,2014-2015,HS1364,HS1507,74.40619996,FALSE,FALSE
3542,2014-2015,HS1405,HS1507,94.32474237,FALSE,FALSE
3543,2014-2015,HS1425,HS1507,86.45567787,FALSE,FALSE
3544,2014-2015,MH8309,HS1507,88.32474237,FALSE,FALSE
3545,2014-2015,HS1450,HS1507,86.28035375,FALSE,FALSE
3546,2014-2015,MH8137,HS1507,93.12756288,FALSE,FALSE
3547,2014-2015,MH8052,HS1507,90.44378299,FALSE,FALSE
3548,2014-2015,MH8090,HS1507,89.32042467,FALSE,FALSE
3549,2014-2015,HS1445,HS1507,90.1999075,FALSE,FALSE
3550,2014-2015,HS1387,HS1507,88.32474237,FALSE,FALSE
3551,2014-2015,HS1367,HS1507,80.65818056,FALSE,FALSE
3552,2014-2015,HS1390,HS1507,33.59827972,FALSE,FALSE
3553,2014-2015,HS1391,HS1507,32.32474237,FALSE,FALSE
3554,2014-2015,MH7505,HS1328,74.65522343,FALSE,FALSE
3555,2014-2015,HS1255,HS1328,71.29067233,FALSE,FALSE
3556,2014-2015,MH7492,HS1328,75.82552241,FALSE,FALSE
3557,2014-2015,HS1336,HS1328,16.20733844,FALSE,FALSE
3558,2014-2015,MH7409,HS1328,70,FALSE,FALSE
3559,2014-2015,MH7455,HS1328,72.07131584,FALSE,FALSE
3560,2014-2015,MH7440,HS1328,77.05293365,FALSE,FALSE
3561,2014-2015,MH7390,HS1328,76.2636401,FALSE,FALSE
3562,2014-2015,HS1256,HS1328,74.22442436,FALSE,FALSE
3563,2014-2015,HS1313,HS1328,1.537994235,TRUE,TRUE
3564,2014-2015,HS1250,HS1328,73.91839317,FALSE,FALSE
3565,2014-2015,HS1294,HS1328,74.46309624,FALSE,FALSE
3566,2014-2015,HS1253,HS1328,74,FALSE,FALSE
3567,2014-2015,MH7505,HS1327,72.73521849,FALSE,FALSE
3568,2014-2015,HS1255,HS1327,69.37066739,FALSE,FALSE
3569,2014-2015,MH7492,HS1327,73.90551747,FALSE,FALSE
3570,2014-2015,HS1336,HS1327,14.2873335,FALSE,FALSE
3571,2014-2015,MH7409,HS1327,68.07999507,FALSE,FALSE
3572,2014-2015,MH7455,HS1327,70.1513109,FALSE,FALSE
3573,2014-2015,MH7440,HS1327,75.13292871,FALSE,FALSE
3574,2014-2015,MH7390,HS1327,74.34363517,FALSE,FALSE
3575,2014-2015,HS1256,HS1327,72.30441943,FALSE,FALSE
3576,2014-2015,HS1328,HS1327,1.920004933,TRUE,TRUE
3577,2014-2015,HS1250,HS1327,71.99838823,FALSE,FALSE
3578,2014-2015,HS1294,HS1327,72.5430913,FALSE,FALSE
3579,2014-2015,HS1253,HS1327,72.07999507,FALSE,FALSE
3580,2014-2015,MH7505,HS1313,73.11722919,FALSE,FALSE
3581,2014-2015,HS1255,HS1313,69.75267809,FALSE,FALSE
3582,2014-2015,MH7492,HS1313,74.28752817,FALSE,FALSE
3583,2014-2015,MH7409,HS1313,68.46200577,FALSE,FALSE
3584,2014-2015,MH7455,HS1313,70.5333216,FALSE,FALSE
3585,2014-2015,MH7440,HS1313,75.51493941,FALSE,FALSE
3586,2014-2015,MH7390,HS1313,74.72564586,FALSE,FALSE
3587,2014-2015,HS1256,HS1313,72.68643012,FALSE,FALSE
3588,2014-2015,HS1250,HS1313,72.38039893,FALSE,FALSE
3589,2014-2015,HS1294,HS1313,72.925102,FALSE,FALSE
3590,2014-2015,HS1253,HS1313,72.46200577,FALSE,FALSE
3591,2014-2015,HS1255,HS1294,13.75376856,FALSE,FALSE
3592,2014-2015,MH7409,HS1294,12.46309624,FALSE,FALSE
3593,2014-2015,MH7390,HS1294,18.72673633,FALSE,FALSE
3594,2014-2015,HS1256,HS1294,16.68752059,FALSE,FALSE
3595,2014-2015,HS1253,HS1294,0.463096235,TRUE,TRUE
3596,2014-2015,HS1250,HS1253,0.081606832,TRUE,TRUE
3597,2014-2015,HS1394,HS1532,88,FALSE,FALSE
3598,2014-2015,MH7843,HS1532,88.0542839,FALSE,FALSE
3599,2014-2015,MH8155,HS1532,28.00512543,FALSE,FALSE
3600,2014-2015,HS1376,HS1532,32.14002803,FALSE,FALSE
3601,2014-2015,HS1484,HS1532,88,FALSE,FALSE
3602,2014-2015,MH8156,HS1532,386.7742305,FALSE,FALSE
3603,2014-2015,MH7505,HS1532,22.65522343,FALSE,FALSE
3604,2014-2015,HS1255,HS1532,19.29067233,FALSE,FALSE
3605,2014-2015,MH7796,HS1532,92.2237331,FALSE,FALSE
3606,2014-2015,MH8165,HS1532,84.37890919,FALSE,FALSE
3607,2014-2015,MH7492,HS1532,39.82552241,FALSE,FALSE
3608,2014-2015,HS1340,HS1532,42.17117805,FALSE,FALSE
3609,2014-2015,HS1413,HS1532,76.19791283,FALSE,FALSE
3610,2014-2015,HS1448,HS1532,32,FALSE,FALSE
3611,2014-2015,HS1393,HS1532,74,FALSE,FALSE
3612,2014-2015,MH7890,HS1532,19.33883233,FALSE,FALSE
3613,2014-2015,HS1345,HS1532,18.10636623,FALSE,FALSE
3614,2014-2015,HS1369,HS1532,82.26471652,FALSE,FALSE
3615,2014-2015,HS1336,HS1532,76.20733844,FALSE,FALSE
3616,2014-2015,MH7612,HS1532,76.10105054,FALSE,FALSE
3617,2014-2015,HS1377,HS1532,88,FALSE,FALSE
3618,2014-2015,MH7845,HS1532,85.97786883,FALSE,FALSE
3619,2014-2015,MH7891,HS1532,20.21483816,FALSE,FALSE
3620,2014-2015,MH8126,HS1532,21.27227597,FALSE,FALSE
3621,2014-2015,MH7409,HS1532,18,FALSE,FALSE
3622,2014-2015,MH7893,HS1532,28.13230535,FALSE,FALSE
3623,2014-2015,HS1530,HS1532,86.4273026,FALSE,FALSE
3624,2014-2015,HS1388,HS1532,86.04291585,FALSE,FALSE
3625,2014-2015,HS1342,HS1532,88.12198335,FALSE,FALSE
3626,2014-2015,MH8439,HS1532,86.04859884,FALSE,FALSE
3627,2014-2015,MH7455,HS1532,20.07131584,FALSE,FALSE
3628,2014-2015,HS1408,HS1532,21.42836135,FALSE,FALSE
3629,2014-2015,MH7885,HS1532,20,FALSE,FALSE
3630,2014-2015,HS1409,HS1532,20.13683797,FALSE,FALSE
3631,2014-2015,MH7440,HS1532,25.05293365,FALSE,FALSE
3632,2014-2015,MH7390,HS1532,24.2636401,FALSE,FALSE
3633,2014-2015,HS1256,HS1532,22.22442436,FALSE,FALSE
3634,2014-2015,MH8386,HS1532,86.2398913,FALSE,FALSE
3635,2014-2015,HS1507,HS1532,86.32474237,FALSE,FALSE
3636,2014-2015,HS1328,HS1532,76,FALSE,FALSE
3637,2014-2015,HS1327,HS1532,74.07999507,FALSE,FALSE
3638,2014-2015,HS1313,HS1532,74.46200577,FALSE,FALSE
3639,2014-2015,HS1250,HS1532,21.91839317,FALSE,FALSE
3640,2014-2015,HS1294,HS1532,22.46309624,FALSE,FALSE
3641,2014-2015,HS1253,HS1532,22,FALSE,FALSE
3642,2014-2015,HS1357,HS1532,86,FALSE,FALSE
3643,2014-2015,HS1525,HS1532,74,FALSE,FALSE
3644,2014-2015,HS1349,HS1532,286.4770225,FALSE,FALSE
3645,2014-2015,HS1465,HS1532,78,FALSE,FALSE
3646,2014-2015,HS1463,HS1532,78,FALSE,FALSE
3647,2014-2015,MH8041,HS1532,78.04428763,FALSE,FALSE
3648,2014-2015,HS1460,HS1532,84,FALSE,FALSE
3649,2014-2015,HS1427,HS1532,84.2233725,FALSE,FALSE
3650,2014-2015,HS1375,HS1532,44.78952848,FALSE,FALSE
3651,2014-2015,HS1341,HS1532,44.45935963,FALSE,FALSE
3652,2014-2015,HS1517,HS1532,86.13754171,FALSE,FALSE
3653,2014-2015,HS1509,HS1532,20,FALSE,FALSE
3654,2014-2015,MH8183,HS1532,81.8006535,FALSE,FALSE
3655,2014-2015,MH7800,HS1532,42.86053285,FALSE,FALSE
3656,2014-2015,MH8129,HS1532,61.42569516,FALSE,FALSE
3657,2014-2015,HS1392,HS1532,74,FALSE,FALSE
3658,2014-2015,HS1402,HS1532,74,FALSE,FALSE
3659,2014-2015,HS1401,HS1532,74.06870214,FALSE,FALSE
3660,2014-2015,HS1351,HS1532,74.05244382,FALSE,FALSE
3661,2014-2015,HS1487,HS1532,26.0473872,FALSE,FALSE
3662,2014-2015,MH8088,HS1532,24.99667565,FALSE,FALSE
3663,2014-2015,MH8089,HS1532,23.53828944,FALSE,FALSE
3664,2014-2015,HS1421,HS1532,18.41724633,FALSE,FALSE
3665,2014-2015,HS1473,HS1532,73.01234633,FALSE,FALSE
3666,2014-2015,HS1474,HS1532,44.29716447,FALSE,FALSE
3667,2014-2015,HS1518,HS1532,92.65424584,FALSE,FALSE
3668,2014-2015,HS1519,HS1532,92.04923642,FALSE,FALSE
3669,2014-2015,HS1520,HS1532,92.180096,FALSE,FALSE
3670,2014-2015,HS1505,HS1532,78.68142915,FALSE,FALSE
3671,2014-2015,MH8392,HS1532,78,FALSE,FALSE
3672,2014-2015,HS1457,HS1532,78.28543703,FALSE,FALSE
3673,2014-2015,MH8354,HS1532,78.2248428,FALSE,FALSE
3674,2014-2015,HS1510,HS1532,81.17519812,FALSE,FALSE
3675,2014-2015,HS1364,HS1532,36.08145759,FALSE,FALSE
3676,2014-2015,HS1405,HS1532,88,FALSE,FALSE
3677,2014-2015,HS1425,HS1532,80.1309355,FALSE,FALSE
3678,2014-2015,MH8393,HS1532,287.9069393,FALSE,FALSE
3679,2014-2015,MH8309,HS1532,14,FALSE,FALSE
3680,2014-2015,HS1450,HS1532,11.95561137,FALSE,FALSE
3681,2014-2015,MH8137,HS1532,74.1487079,FALSE,FALSE
3682,2014-2015,MH8447,HS1532,74.57248472,FALSE,FALSE
3683,2014-2015,MH8052,HS1532,76.11904061,FALSE,FALSE
3684,2014-2015,MH8396,HS1532,74,FALSE,FALSE
3685,2014-2015,MH8090,HS1532,74.99568229,FALSE,FALSE
3686,2014-2015,HS1445,HS1532,75.87516513,FALSE,FALSE
3687,2014-2015,HS1387,HS1532,74,FALSE,FALSE
3688,2014-2015,HS1367,HS1532,22.33343818,FALSE,FALSE
3689,2014-2015,HS1390,HS1532,79.27353734,FALSE,FALSE
3690,2014-2015,HS1391,HS1532,78,FALSE,FALSE
3691,2014-2015,HS1394,HS1455,94.02330829,FALSE,FALSE
3692,2014-2015,MH7843,HS1455,94.07759219,FALSE,FALSE
3693,2014-2015,HS1376,HS1455,94.16333631,FALSE,FALSE
3694,2014-2015,MH7505,HS1455,84.67853172,FALSE,FALSE
3695,2014-2015,HS1255,HS1455,81.31398062,FALSE,FALSE
3696,2014-2015,MH7796,HS1455,106.2470414,FALSE,FALSE
3697,2014-2015,MH7492,HS1455,81.8488307,FALSE,FALSE
3698,2014-2015,HS1340,HS1455,84.19448634,FALSE,FALSE
3699,2014-2015,HS1413,HS1455,90.22122112,FALSE,FALSE
3700,2014-2015,HS1448,HS1455,94.02330829,FALSE,FALSE
3701,2014-2015,HS1393,HS1455,88.02330829,FALSE,FALSE
3702,2014-2015,MH7890,HS1455,81.36214062,FALSE,FALSE
3703,2014-2015,HS1345,HS1455,80.12967452,FALSE,FALSE
3704,2014-2015,HS1369,HS1455,96.28802481,FALSE,FALSE
3705,2014-2015,HS1336,HS1455,90.23064673,FALSE,FALSE
3706,2014-2015,MH7612,HS1455,90.12435883,FALSE,FALSE
3707,2014-2015,HS1377,HS1455,62.02330829,FALSE,FALSE
3708,2014-2015,MH7845,HS1455,92.00117712,FALSE,FALSE
3709,2014-2015,MH7891,HS1455,82.23814645,FALSE,FALSE
3710,2014-2015,MH8126,HS1455,83.29558426,FALSE,FALSE
3711,2014-2015,MH7409,HS1455,80.02330829,FALSE,FALSE
3712,2014-2015,MH7893,HS1455,90.15561364,FALSE,FALSE
3713,2014-2015,HS1388,HS1455,92.06622414,FALSE,FALSE
3714,2014-2015,HS1342,HS1455,94.14529164,FALSE,FALSE
3715,2014-2015,MH7455,HS1455,82.09462412,FALSE,FALSE
3716,2014-2015,HS1408,HS1455,83.45166964,FALSE,FALSE
3717,2014-2015,MH7885,HS1455,82.02330829,FALSE,FALSE
3718,2014-2015,HS1409,HS1455,82.16014625,FALSE,FALSE
3719,2014-2015,MH7440,HS1455,87.07624193,FALSE,FALSE
3720,2014-2015,MH7390,HS1455,86.28694839,FALSE,FALSE
3721,2014-2015,HS1256,HS1455,84.24773265,FALSE,FALSE
3722,2014-2015,HS1328,HS1455,90.02330829,FALSE,FALSE
3723,2014-2015,HS1327,HS1455,88.10330336,FALSE,FALSE
3724,2014-2015,HS1313,HS1455,88.48531405,FALSE,FALSE
3725,2014-2015,HS1250,HS1455,83.94170146,FALSE,FALSE
3726,2014-2015,HS1294,HS1455,84.48640452,FALSE,FALSE
3727,2014-2015,HS1253,HS1455,84.02330829,FALSE,FALSE
3728,2014-2015,HS1357,HS1455,92.02330829,FALSE,FALSE
3729,2014-2015,HS1349,HS1455,292.5003308,FALSE,FALSE
3730,2014-2015,MH8041,HS1455,84.06759592,FALSE,FALSE
3731,2014-2015,HS1427,HS1455,6.246680792,FALSE,FALSE
3732,2014-2015,HS1375,HS1455,86.81283677,FALSE,FALSE
3733,2014-2015,HS1341,HS1455,86.48266792,FALSE,FALSE
3734,2014-2015,MH7800,HS1455,84.88384114,FALSE,FALSE
3735,2014-2015,HS1392,HS1455,88.02330829,FALSE,FALSE
3736,2014-2015,HS1402,HS1455,48.02330829,FALSE,FALSE
3737,2014-2015,HS1401,HS1455,48.09201043,FALSE,FALSE
3738,2014-2015,HS1351,HS1455,48.07575211,FALSE,FALSE
3739,2014-2015,MH8088,HS1455,87.01998394,FALSE,FALSE
3740,2014-2015,MH8089,HS1455,85.56159773,FALSE,FALSE
3741,2014-2015,HS1421,HS1455,80.44055462,FALSE,FALSE
3742,2014-2015,HS1364,HS1455,78.10476588,FALSE,FALSE
3743,2014-2015,HS1405,HS1455,94.02330829,FALSE,FALSE
3744,2014-2015,HS1425,HS1455,86.15424379,FALSE,FALSE
3745,2014-2015,HS1387,HS1455,88.02330829,FALSE,FALSE
3746,2014-2015,HS1367,HS1455,84.35674647,FALSE,FALSE
3747,2014-2015,HS1390,HS1455,53.29684563,FALSE,FALSE
3748,2014-2015,HS1391,HS1455,52.02330829,FALSE,FALSE
3749,2014-2015,HS1376,HS1385,292.140028,FALSE,FALSE
3750,2014-2015,MH7505,HS1385,282.6552234,FALSE,FALSE
3751,2014-2015,HS1255,HS1385,279.2906723,FALSE,FALSE
3752,2014-2015,MH7492,HS1385,279.8255224,FALSE,FALSE
3753,2014-2015,HS1340,HS1385,282.1711781,FALSE,FALSE
3754,2014-2015,HS1345,HS1385,278.1063662,FALSE,FALSE
3755,2014-2015,HS1369,HS1385,294.2647165,FALSE,FALSE
3756,2014-2015,HS1336,HS1385,288.1114852,FALSE,FALSE
3757,2014-2015,MH7612,HS1385,288.1010505,FALSE,FALSE
3758,2014-2015,HS1377,HS1385,292,FALSE,FALSE
3759,2014-2015,MH7409,HS1385,278,FALSE,FALSE
3760,2014-2015,HS1342,HS1385,292.1219833,FALSE,FALSE
3761,2014-2015,MH7455,HS1385,280.0713158,FALSE,FALSE
3762,2014-2015,MH7440,HS1385,283.964532,FALSE,FALSE
3763,2014-2015,MH7390,HS1385,284.2636401,FALSE,FALSE
3764,2014-2015,HS1256,HS1385,282.2244244,FALSE,FALSE
3765,2014-2015,HS1328,HS1385,288,FALSE,FALSE
3766,2014-2015,HS1327,HS1385,286.0799951,FALSE,FALSE
