MinFreq Subtype Gene Syn MeanDivPerSitePerDay SEDivPerSitePerDay Type Scale
0.005 H3N2 8-NEP NS 2.85199201030595e-06 3.02556984644951e-06 regress-all-0.005 acute
0.005 H3N2 8-NEP S -4.95569851597466e-06 1.57540450314871e-05 regress-all-0.005 acute
0.005 H3N2 8-NEP Stop 3.67869063204766e-06 4.87526022713115e-06 regress-all-0.005 acute
0.005 H3N2 8-NS1 NS 6.30958041870737e-07 3.30805106839881e-06 regress-all-0.005 acute
0.005 H3N2 8-NS1 S 7.08503483141325e-06 1.18493219144507e-05 regress-all-0.005 acute
0.005 H3N2 8-NS1 Stop -1.29988746196115e-06 2.64259805009455e-06 regress-all-0.005 acute
0.01 H3N2 1-PB2 NS 4.68782934073433e-06 1.93777832750222e-06 regress-all-0.01 acute
0.01 H3N2 1-PB2 S 6.43912282217309e-06 7.32732044542148e-06 regress-all-0.01 acute
0.01 H3N2 1-PB2 Stop 7.19246392625267e-07 5.66007360360001e-07 regress-all-0.01 acute
0.01 H3N2 2-PB1 NS 2.75486526751439e-06 1.85486688767539e-06 regress-all-0.01 acute
0.01 H3N2 2-PB1 S 1.30140863895058e-05 7.38029908604452e-06 regress-all-0.01 acute
0.01 H3N2 2-PB1 Stop 0 0 regress-all-0.01 acute
0.01 H3N2 3-PA NS 7.15306964991154e-06 2.24796921776762e-06 regress-all-0.01 acute
0.01 H3N2 3-PA S 2.04610806138766e-06 7.13364635950277e-06 regress-all-0.01 acute
0.01 H3N2 3-PA Stop 1.05783171584973e-06 4.29987795510262e-06 regress-all-0.01 acute
0.01 H3N2 4-HA NS 6.34396877629787e-07 2.67082158642991e-06 regress-all-0.01 acute
0.01 H3N2 4-HA S 1.03054498749448e-05 7.26644153682735e-06 regress-all-0.01 acute
0.01 H3N2 4-HA Stop 3.59654650511396e-06 4.16748888008071e-06 regress-all-0.01 acute
0.01 H3N2 4-HA-antigenic-Wiley NS 1.77615269238181e-06 7.59676613576638e-06 regress-all-0.01 acute
0.01 H3N2 4-HA-antigenic-Wiley S 9.44563268375113e-06 1.63597794175609e-05 regress-all-0.01 acute
0.01 H3N2 4-HA-antigenic-Wiley Stop 0 0 regress-all-0.01 acute
0.01 H3N2 4-HA-antigenic-Wolf NS 2.40486965063134e-06 3.5311405601539e-06 regress-all-0.01 acute
0.01 H3N2 4-HA-antigenic-Wolf S 1.17773428788079e-05 1.72391470169971e-05 regress-all-0.01 acute
0.01 H3N2 4-HA-antigenic-Wolf Stop 0 0 regress-all-0.01 acute
0.01 H3N2 4-HA-nonantigenic-Wiley NS 5.70611636582189e-07 2.80457494150353e-06 regress-all-0.01 acute
0.01 H3N2 4-HA-nonantigenic-Wiley S 1.03534843548998e-05 7.6414444054437e-06 regress-all-0.01 acute
0.01 H3N2 4-HA-nonantigenic-Wiley Stop 3.79747089087453e-06 4.40030948790644e-06 regress-all-0.01 acute
0.01 H3N2 4-HA-nonantigenic-Wolf NS 1.12956266403302e-07 3.26492989183102e-06 regress-all-0.01 acute
0.01 H3N2 4-HA-nonantigenic-Wolf S 9.87194714093035e-06 7.9901637892763e-06 regress-all-0.01 acute
0.01 H3N2 4-HA-nonantigenic-Wolf Stop 4.65580335251055e-06 5.39489998859762e-06 regress-all-0.01 acute
0.01 H3N2 5-NP NS 7.05039566327371e-06 3.0791004343016e-06 regress-all-0.01 acute
0.01 H3N2 5-NP S 1.34853097260203e-05 6.43945259469732e-06 regress-all-0.01 acute
0.01 H3N2 5-NP Stop -7.00035173686647e-08 7.99732413688028e-07 regress-all-0.01 acute
0.01 H3N2 6-NA NS 6.30836900693336e-06 4.33726671386366e-06 regress-all-0.01 acute
0.01 H3N2 6-NA S 4.8301715245314e-06 4.83629834889705e-06 regress-all-0.01 acute
0.01 H3N2 6-NA Stop 4.05518559516424e-06 2.89159984577468e-06 regress-all-0.01 acute
0.01 H3N2 6-NA-nonsurface-Bhatt NS 5.6685641384538e-07 2.68459178019304e-06 regress-all-0.01 acute
0.01 H3N2 6-NA-nonsurface-Bhatt S 5.52790354570546e-06 7.56820998525626e-06 regress-all-0.01 acute
0.01 H3N2 6-NA-nonsurface-Bhatt Stop 1.56889193004018e-06 2.6599089803281e-06 regress-all-0.01 acute
0.01 H3N2 6-NA-surface-Bhatt NS 1.2613780158271e-05 7.43345793068913e-06 regress-all-0.01 acute
0.01 H3N2 6-NA-surface-Bhatt S 4.06391225127775e-06 4.91087451214139e-06 regress-all-0.01 acute
0.01 H3N2 6-NA-surface-Bhatt Stop 6.78566881668438e-06 5.3399482216239e-06 regress-all-0.01 acute
0.01 H3N2 7-M1 NS 7.6433390118137e-06 3.23697815179297e-06 regress-all-0.01 acute
0.01 H3N2 7-M1 S -3.14040555630364e-07 1.05022894550825e-05 regress-all-0.01 acute
0.01 H3N2 7-M1 Stop 6.2698707758745e-06 5.39799141551259e-06 regress-all-0.01 acute
0.01 H3N2 7-M2 NS 1.43533660713187e-05 1.04251604880508e-05 regress-all-0.01 acute
0.01 H3N2 7-M2 S 2.45575246316452e-06 5.34608803783383e-06 regress-all-0.01 acute
0.01 H3N2 7-M2 Stop 0 0 regress-all-0.01 acute
0.01 H3N2 8-NEP NS 2.41385541403454e-06 2.9878092194408e-06 regress-all-0.01 acute
0.01 H3N2 8-NEP S -3.86655580447249e-06 1.56956125487676e-05 regress-all-0.01 acute
0.01 H3N2 8-NEP Stop 8.95558017172542e-07 4.64046098953403e-06 regress-all-0.01 acute
0.01 H3N2 8-NS1 NS -2.42381056058127e-08 3.21493683668894e-06 regress-all-0.01 acute
0.01 H3N2 8-NS1 S 6.92087491487041e-06 1.18409463832208e-05 regress-all-0.01 acute
0.01 H3N2 8-NS1 Stop -2.22272359553371e-07 2.53927827177038e-06 regress-all-0.01 acute
0.02 H3N2 1-PB2 NS 4.28513370901132e-06 1.85197439172393e-06 regress-all-0.02 acute
0.02 H3N2 1-PB2 S 5.52023266117269e-06 7.2413156361873e-06 regress-all-0.02 acute
0.02 H3N2 1-PB2 Stop 0 0 regress-all-0.02 acute
0.02 H3N2 2-PB1 NS 1.62880778559703e-06 1.8172078426653e-06 regress-all-0.02 acute
0.02 H3N2 2-PB1 S 1.00264260852784e-05 7.38786794457505e-06 regress-all-0.02 acute
0.02 H3N2 2-PB1 Stop 0 0 regress-all-0.02 acute
0.02 H3N2 3-PA NS 6.27429329375059e-06 2.15918369609188e-06 regress-all-0.02 acute
0.02 H3N2 3-PA S 1.03595854377422e-06 7.122592584232e-06 regress-all-0.02 acute
0.02 H3N2 3-PA Stop -4.48525132142671e-07 4.17260937372235e-06 regress-all-0.02 acute
0.02 H3N2 4-HA NS -6.28974434447752e-07 2.61400137709252e-06 regress-all-0.02 acute
0.02 H3N2 4-HA S 8.66740628580817e-06 7.18928219484959e-06 regress-all-0.02 acute
0.02 H3N2 4-HA Stop 2.40293928711328e-06 4.07395797415576e-06 regress-all-0.02 acute
0.02 H3N2 4-HA-antigenic-Wiley NS 1.43912696055651e-06 7.57924764784417e-06 regress-all-0.02 acute
0.02 H3N2 4-HA-antigenic-Wiley S 9.59854183063833e-06 1.62734265659177e-05 regress-all-0.02 acute
0.02 H3N2 4-HA-antigenic-Wiley Stop 0 0 regress-all-0.02 acute
0.02 H3N2 4-HA-antigenic-Wolf NS 1.09482361602042e-06 3.30343314190739e-06 regress-all-0.02 acute
0.02 H3N2 4-HA-antigenic-Wolf S 1.02535908534328e-05 1.72322689050884e-05 regress-all-0.02 acute
0.02 H3N2 4-HA-antigenic-Wolf Stop 0 0 regress-all-0.02 acute
0.02 H3N2 4-HA-nonantigenic-Wiley NS -7.44510825230126e-07 2.74074976166867e-06 regress-all-0.02 acute
0.02 H3N2 4-HA-nonantigenic-Wiley S 8.61538754028695e-06 7.55532417631263e-06 regress-all-0.02 acute
0.02 H3N2 4-HA-nonantigenic-Wiley Stop 2.53718170538776e-06 4.30155339170636e-06 regress-all-0.02 acute
0.02 H3N2 4-HA-nonantigenic-Wolf NS -1.13666838081853e-06 3.23535707236715e-06 regress-all-0.02 acute
0.02 H3N2 4-HA-nonantigenic-Wolf S 8.20024233780911e-06 7.92483360036061e-06 regress-all-0.02 acute
0.02 H3N2 4-HA-nonantigenic-Wolf Stop 3.11065428263294e-06 5.27382230900985e-06 regress-all-0.02 acute
0.02 H3N2 5-NP NS 5.67454274807804e-06 3.05148622657634e-06 regress-all-0.02 acute
0.02 H3N2 5-NP S 1.033967248768e-05 6.43734747948762e-06 regress-all-0.02 acute
0.02 H3N2 5-NP Stop 0 0 regress-all-0.02 acute
0.02 H3N2 6-NA NS 5.27101748319008e-06 4.32241685747768e-06 regress-all-0.02 acute
0.02 H3N2 6-NA S 4.16332655677499e-06 4.74122721047131e-06 regress-all-0.02 acute
0.02 H3N2 6-NA Stop 4.05518559516424e-06 2.89159984577468e-06 regress-all-0.02 acute
0.02 H3N2 6-NA-nonsurface-Bhatt NS -3.79622692857723e-07 2.63749076501906e-06 regress-all-0.02 acute
0.02 H3N2 6-NA-nonsurface-Bhatt S 4.41392651181246e-06 7.4695287816068e-06 regress-all-0.02 acute
0.02 H3N2 6-NA-nonsurface-Bhatt Stop 1.56889193004018e-06 2.6599089803281e-06 regress-all-0.02 acute
0.02 H3N2 6-NA-surface-Bhatt NS 1.14766312479568e-05 7.42549809052145e-06 regress-all-0.02 acute
0.02 H3N2 6-NA-surface-Bhatt S 3.88811410615351e-06 4.83509844102469e-06 regress-all-0.02 acute
0.02 H3N2 6-NA-surface-Bhatt Stop 6.78566881668438e-06 5.3399482216239e-06 regress-all-0.02 acute
0.02 H3N2 7-M1 NS 6.66357859349942e-06 3.21332908286837e-06 regress-all-0.02 acute
0.02 H3N2 7-M1 S -1.59868768913086e-06 1.04272156543282e-05 regress-all-0.02 acute
0.02 H3N2 7-M1 Stop 4.12954263475462e-06 5.14636321994365e-06 regress-all-0.02 acute
0.02 H3N2 7-M2 NS 1.3013450520758e-05 1.02233632696609e-05 regress-all-0.02 acute
0.02 H3N2 7-M2 S -6.36350085218186e-08 5.11534056017175e-06 regress-all-0.02 acute
0.02 H3N2 7-M2 Stop 0 0 regress-all-0.02 acute
0.02 H3N2 8-NEP NS 1.45449969592446e-06 2.89887118581802e-06 regress-all-0.02 acute
0.02 H3N2 8-NEP S -8.10896996851403e-06 1.5618931951007e-05 regress-all-0.02 acute
0.02 H3N2 8-NEP Stop -3.61583908850901e-07 4.13079775196449e-06 regress-all-0.02 acute
0.02 H3N2 8-NS1 NS -1.58799862948044e-06 3.1202085084221e-06 regress-all-0.02 acute
0.02 H3N2 8-NS1 S 5.4092002742433e-06 1.18214431872836e-05 regress-all-0.02 acute
0.02 H3N2 8-NS1 Stop -2.22272359553371e-07 2.53927827177038e-06 regress-all-0.02 acute
0.005 H3N2 1-PB2 NS 3.04465073677562e-07 3.24705101468767e-06 W-0.005 chronic
0.005 H3N2 1-PB2 S 1.82154767876685e-05 7.08234302181229e-06 W-0.005 chronic
0.005 H3N2 1-PB2 Stop -4.15336568283636e-08 1.35359795499285e-06 W-0.005 chronic
0.005 H3N2 2-PB1 NS 1.37691198321078e-07 4.80214691959543e-07 W-0.005 chronic
0.005 H3N2 2-PB1 S 3.53696250758798e-06 6.2269110739087e-06 W-0.005 chronic
0.005 H3N2 2-PB1 Stop 7.31399197179375e-07 2.84386003516739e-07 W-0.005 chronic
0.005 H3N2 3-PA NS 2.10884065416047e-06 1.41631385639146e-06 W-0.005 chronic
0.005 H3N2 3-PA S 2.7912457538934e-06 1.05972856628257e-05 W-0.005 chronic
0.005 H3N2 3-PA Stop -1.36756597666049e-06 3.07688785356483e-06 W-0.005 chronic
0.005 H3N2 4-HA NS 1.81737672181285e-05 3.86015926892329e-06 W-0.005 chronic
0.005 H3N2 4-HA S 1.29088595578472e-06 9.50472481731928e-07 W-0.005 chronic
0.005 H3N2 4-HA Stop 0 0 W-0.005 chronic
0.005 H3N2 5-NP NS 9.34677484864231e-06 2.47412231620833e-06 W-0.005 chronic
0.005 H3N2 5-NP S 2.65408163226089e-05 1.04123951581457e-05 W-0.005 chronic
0.005 H3N2 5-NP Stop -2.64661723085416e-06 1.65277761275465e-06 W-0.005 chronic
0.005 H3N2 6-NA NS 1.92303063255019e-05 7.60643709629268e-06 W-0.005 chronic
0.005 H3N2 6-NA S 4.32873063423748e-07 5.50119676804714e-06 W-0.005 chronic
0.005 H3N2 6-NA Stop 1.14132227286608e-05 4.43774181263455e-06 W-0.005 chronic
0.005 H3N2 7-M1 NS 3.58563074873661e-07 4.68819404925943e-07 W-0.005 chronic
0.005 H3N2 7-M1 S -8.31135256634779e-07 2.06564606643066e-06 W-0.005 chronic
0.005 H3N2 7-M1 Stop 2.20244820687882e-06 8.56366052796286e-07 W-0.005 chronic
0.005 H3N2 7-M2 NS -3.63103940201127e-07 4.22848382171016e-07 W-0.005 chronic
0.005 H3N2 7-M2 S -1.89401823862479e-06 3.28803895559275e-05 W-0.005 chronic
0.005 H3N2 7-M2 Stop 0 0 W-0.005 chronic
0.005 H3N2 8-NEP NS -1.42237930726856e-06 1.22196761586419e-06 W-0.005 chronic
0.005 H3N2 8-NEP S -7.09698678860481e-06 8.22688502637902e-06 W-0.005 chronic
0.005 H3N2 8-NEP Stop 0 0 W-0.005 chronic
0.005 H3N2 8-NS1 NS -2.67714374857968e-06 3.04994014521332e-06 W-0.005 chronic
0.005 H3N2 8-NS1 S -4.35026986514691e-06 6.54442037735034e-06 W-0.005 chronic
0.005 H3N2 8-NS1 Stop 0 0 W-0.005 chronic
0.005 H3N2 1-PB2 NS -5.41151610360589e-07 1.09442104961653e-06 X-0.005 chronic
0.005 H3N2 1-PB2 S 2.05024420648261e-05 8.09163811113037e-06 X-0.005 chronic
0.005 H3N2 1-PB2 Stop 3.48216395717791e-08 1.18395585562205e-06 X-0.005 chronic
0.005 H3N2 2-PB1 NS 1.47616805993665e-07 7.54444433590057e-07 X-0.005 chronic
0.005 H3N2 2-PB1 S 1.6946227086109e-06 4.7770051614356e-06 X-0.005 chronic
0.005 H3N2 2-PB1 Stop 4.80312623869552e-06 1.93390373083196e-06 X-0.005 chronic
0.005 H3N2 3-PA NS -1.7698356907067e-07 7.61098513064458e-07 X-0.005 chronic
0.005 H3N2 3-PA S -1.45852312393416e-06 2.61966660491935e-06 X-0.005 chronic
0.005 H3N2 3-PA Stop -8.72698254507759e-07 2.36917953082446e-06 X-0.005 chronic
0.005 H3N2 4-HA NS 2.13538534748902e-05 5.89333105295532e-06 X-0.005 chronic
0.005 H3N2 4-HA S 1.56564024531557e-06 7.49417212505835e-07 X-0.005 chronic
0.005 H3N2 4-HA Stop -4.83677268722285e-07 5.82565043339462e-07 X-0.005 chronic
0.005 H3N2 5-NP NS -6.33924694988679e-07 1.18267770671016e-06 X-0.005 chronic
0.005 H3N2 5-NP S 3.46512474373452e-05 1.08011739805805e-05 X-0.005 chronic
0.005 H3N2 5-NP Stop 3.15933924276304e-06 1.65663774884222e-06 X-0.005 chronic
0.005 H3N2 6-NA NS 1.44862667874797e-05 5.37524960095775e-06 X-0.005 chronic
0.005 H3N2 6-NA S 4.02335900794374e-05 1.5935797053329e-05 X-0.005 chronic
0.005 H3N2 6-NA Stop 3.36428275204725e-06 2.08363126936956e-06 X-0.005 chronic
0.005 H3N2 7-M1 NS 2.31599498133186e-05 7.16135369768799e-06 X-0.005 chronic
0.005 H3N2 7-M1 S -4.71017262998678e-06 1.12069810241658e-05 X-0.005 chronic
0.005 H3N2 7-M1 Stop 0 0 X-0.005 chronic
0.005 H3N2 7-M2 NS -2.96646259029742e-07 3.86610808996923e-07 X-0.005 chronic
0.005 H3N2 7-M2 S -2.64318196828924e-06 2.32238364886597e-06 X-0.005 chronic
0.005 H3N2 7-M2 Stop -2.15053166208596e-06 4.22928398250238e-06 X-0.005 chronic
0.005 H3N2 8-NEP NS 7.50954936391872e-05 7.90859688626614e-06 X-0.005 chronic
0.005 H3N2 8-NEP S -3.11922189992454e-07 1.05983545311839e-06 X-0.005 chronic
0.005 H3N2 8-NEP Stop 0 0 X-0.005 chronic
0.005 H3N2 8-NS1 NS 4.74827508833917e-05 4.84695617612977e-06 X-0.005 chronic
0.005 H3N2 8-NS1 S 6.08794712335068e-08 3.50882173167275e-06 X-0.005 chronic
0.005 H3N2 8-NS1 Stop 0 0 X-0.005 chronic
0.005 H3N2 1-PB2 NS 1.16675692075527e-06 1.38182313498801e-06 Y-0.005 chronic
0.005 H3N2 1-PB2 S 1.57060240786861e-07 5.51301309859533e-06 Y-0.005 chronic
0.005 H3N2 1-PB2 Stop 0 0 Y-0.005 chronic
0.005 H3N2 2-PB1 NS 4.07952752474549e-06 2.83344034132426e-06 Y-0.005 chronic
0.005 H3N2 2-PB1 S 7.88762942294101e-06 5.57789441160775e-06 Y-0.005 chronic
0.005 H3N2 2-PB1 Stop 0 0 Y-0.005 chronic
0.005 H3N2 3-PA NS 3.81664154174732e-06 3.52741540360586e-06 Y-0.005 chronic
0.005 H3N2 3-PA S 3.45058031163288e-05 9.15838843019831e-06 Y-0.005 chronic
0.005 H3N2 3-PA Stop 7.5140818744028e-06 5.5814873629783e-06 Y-0.005 chronic
0.005 H3N2 4-HA NS -2.88561867589524e-06 4.05301746176876e-06 Y-0.005 chronic
0.005 H3N2 4-HA S 3.24852655144496e-05 1.02799294407472e-05 Y-0.005 chronic
0.005 H3N2 4-HA Stop 9.27951463923077e-06 5.33939792518659e-06 Y-0.005 chronic
0.005 H3N2 5-NP NS -1.51826300296914e-07 4.19258694341324e-06 Y-0.005 chronic
0.005 H3N2 5-NP S 2.08060901602283e-05 3.80626600318591e-05 Y-0.005 chronic
0.005 H3N2 5-NP Stop 0 0 Y-0.005 chronic
0.005 H3N2 6-NA NS 3.07153827642098e-05 9.48605256907794e-06 Y-0.005 chronic
0.005 H3N2 6-NA S 3.26284319727636e-06 3.86348232392103e-06 Y-0.005 chronic
0.005 H3N2 6-NA Stop -3.14527620853526e-06 4.62162374722668e-06 Y-0.005 chronic
0.005 H3N2 7-M1 NS 7.27937786121483e-06 3.43751579287301e-06 Y-0.005 chronic
0.005 H3N2 7-M1 S 3.86872100275576e-06 2.33046770063706e-06 Y-0.005 chronic
0.005 H3N2 7-M1 Stop 6.26311157627489e-06 1.61748176251773e-06 Y-0.005 chronic
0.005 H3N2 7-M2 NS 2.70919377145474e-07 8.21350999112851e-07 Y-0.005 chronic
0.005 H3N2 7-M2 S 0 0 Y-0.005 chronic
0.005 H3N2 7-M2 Stop 0 0 Y-0.005 chronic
0.005 H3N2 8-NEP NS 3.15802010824442e-06 2.45974193228603e-05 Y-0.005 chronic
0.005 H3N2 8-NEP S 1.64360144725141e-06 4.26044641555702e-06 Y-0.005 chronic
0.005 H3N2 8-NEP Stop 0 0 Y-0.005 chronic
0.005 H3N2 8-NS1 NS 2.92018868402377e-06 1.54994496239155e-05 Y-0.005 chronic
0.005 H3N2 8-NS1 S 7.28141141980691e-06 4.04394900745422e-06 Y-0.005 chronic
0.005 H3N2 8-NS1 Stop 9.40871284074137e-06 5.41373808584187e-06 Y-0.005 chronic
0.005 H3N2 1-PB2 NS -1.83109639936539e-06 9.38363067541382e-07 Z-0.005 chronic
0.005 H3N2 1-PB2 S 2.95472452965363e-05 6.56883335996232e-06 Z-0.005 chronic
0.005 H3N2 1-PB2 Stop -6.43246147447822e-07 5.71901967249771e-07 Z-0.005 chronic
0.005 H3N2 2-PB1 NS 1.40882886750408e-06 2.04462839052684e-06 Z-0.005 chronic
0.005 H3N2 2-PB1 S 2.09540844039115e-05 1.05040272832983e-05 Z-0.005 chronic
0.005 H3N2 2-PB1 Stop -2.93573797817426e-06 1.13794818377803e-06 Z-0.005 chronic
0.005 H3N2 3-PA NS 3.91626780216293e-05 5.32220270518074e-06 Z-0.005 chronic
0.005 H3N2 3-PA S 2.39427078966887e-06 3.86550194369446e-06 Z-0.005 chronic
0.005 H3N2 3-PA Stop 0 0 Z-0.005 chronic
0.005 H3N2 4-HA NS 2.18766350400786e-05 6.49349126841531e-06 Z-0.005 chronic
0.005 H3N2 4-HA S 7.0206135820813e-05 2.1249965774707e-05 Z-0.005 chronic
0.005 H3N2 4-HA Stop -1.03265286761145e-06 9.18118528678805e-07 Z-0.005 chronic
0.005 H3N2 5-NP NS 1.16713480459328e-05 4.01536314670421e-06 Z-0.005 chronic
0.005 H3N2 5-NP S -4.3425048915004e-06 7.21746287352311e-06 Z-0.005 chronic
0.005 H3N2 5-NP Stop 0 0 Z-0.005 chronic
0.005 H3N2 6-NA NS 4.39293917972548e-05 1.7171031074509e-05 Z-0.005 chronic
0.005 H3N2 6-NA S 2.9711577152063e-05 1.72412286255152e-05 Z-0.005 chronic
0.005 H3N2 6-NA Stop 0 0 Z-0.005 chronic
0.005 H3N2 7-M1 NS -8.77649302266483e-07 9.03428664720403e-07 Z-0.005 chronic
0.005 H3N2 7-M1 S -8.65980570799733e-06 2.94542696234067e-06 Z-0.005 chronic
0.005 H3N2 7-M1 Stop 0 0 Z-0.005 chronic
0.005 H3N2 7-M2 NS 1.04304846961824e-06 6.40324581090886e-07 Z-0.005 chronic
0.005 H3N2 7-M2 S 6.16136884225746e-07 9.69161627966947e-07 Z-0.005 chronic
0.005 H3N2 7-M2 Stop 0 0 Z-0.005 chronic
0.005 H3N2 8-NEP NS 1.27876922140995e-05 1.05316057627821e-05 Z-0.005 chronic
0.005 H3N2 8-NEP S -1.87758469895007e-06 1.0816860683988e-06 Z-0.005 chronic
0.005 H3N2 8-NEP Stop 0 0 Z-0.005 chronic
0.005 H3N2 8-NS1 NS 6.72284397556195e-06 6.28761868500698e-06 Z-0.005 chronic
0.005 H3N2 8-NS1 S 2.54457731811018e-05 2.09179493002071e-05 Z-0.005 chronic
0.005 H3N2 8-NS1 Stop 0 0 Z-0.005 chronic
0.01 H3N2 1-PB2 NS 1.71010447860323e-07 3.31590157314929e-06 W-0.01 chronic
0.01 H3N2 1-PB2 S 1.82643042768114e-05 7.12089412223725e-06 W-0.01 chronic
0.01 H3N2 1-PB2 Stop -4.15336568283636e-08 1.35359795499285e-06 W-0.01 chronic
0.01 H3N2 2-PB1 NS 1.10271887679423e-07 2.94983071278581e-07 W-0.01 chronic
0.01 H3N2 2-PB1 S 3.74330570239436e-06 6.29335174707541e-06 W-0.01 chronic
0.01 H3N2 2-PB1 Stop 0 0 W-0.01 chronic
0.01 H3N2 3-PA NS 2.42215505959603e-06 1.40055773049621e-06 W-0.01 chronic
0.01 H3N2 3-PA S 2.78500942416085e-06 1.06620585680044e-05 W-0.01 chronic
0.01 H3N2 3-PA Stop -1.00217590302217e-06 3.17197031435832e-06 W-0.01 chronic
0.01 H3N2 4-HA NS 1.81461113749748e-05 3.84364606055785e-06 W-0.01 chronic
0.01 H3N2 4-HA S 1.12981685168702e-06 7.44232261526627e-07 W-0.01 chronic
0.01 H3N2 4-HA Stop 0 0 W-0.01 chronic
0.01 H3N2 5-NP NS 9.76917508023262e-06 2.46005921543937e-06 W-0.01 chronic
0.01 H3N2 5-NP S 2.74174108880823e-05 1.01211129103399e-05 W-0.01 chronic
0.01 H3N2 5-NP Stop -2.0944520035684e-06 1.79837832087864e-06 W-0.01 chronic
0.01 H3N2 6-NA NS 1.92405747430903e-05 7.65892512132927e-06 W-0.01 chronic
0.01 H3N2 6-NA S -3.66899917518921e-07 5.20439314651472e-06 W-0.01 chronic
0.01 H3N2 6-NA Stop 1.14132227286608e-05 4.43774181263455e-06 W-0.01 chronic
0.01 H3N2 7-M1 NS 4.02872800897427e-07 4.66676102652158e-07 W-0.01 chronic
0.01 H3N2 7-M1 S -7.73222616476098e-07 2.12168493779325e-06 W-0.01 chronic
0.01 H3N2 7-M1 Stop 0 0 W-0.01 chronic
0.01 H3N2 7-M2 NS 0 0 W-0.01 chronic
0.01 H3N2 7-M2 S -1.89401823862479e-06 3.28803895559275e-05 W-0.01 chronic
0.01 H3N2 7-M2 Stop 0 0 W-0.01 chronic
0.01 H3N2 8-NEP NS -6.95491151110373e-07 7.2267085782174e-07 W-0.01 chronic
0.01 H3N2 8-NEP S -2.44664038590021e-06 2.92957027187163e-06 W-0.01 chronic
0.01 H3N2 8-NEP Stop 0 0 W-0.01 chronic
0.01 H3N2 8-NS1 NS -9.41701388261546e-07 1.03197955436003e-06 W-0.01 chronic
0.01 H3N2 8-NS1 S 1.32821586870161e-07 9.75298819383276e-07 W-0.01 chronic
0.01 H3N2 8-NS1 Stop 0 0 W-0.01 chronic
0.01 H3N2 1-PB2 NS -2.83742207388466e-07 7.11979336779154e-07 X-0.01 chronic
0.01 H3N2 1-PB2 S 1.9843563911692e-05 8.22169182333079e-06 X-0.01 chronic
0.01 H3N2 1-PB2 Stop 0 0 X-0.01 chronic
0.01 H3N2 2-PB1 NS 2.42395803910178e-07 8.97721552231772e-07 X-0.01 chronic
0.01 H3N2 2-PB1 S 1.94913596145517e-06 4.50931123598626e-06 X-0.01 chronic
0.01 H3N2 2-PB1 Stop 5.04382176482707e-06 1.92627436263688e-06 X-0.01 chronic
0.01 H3N2 3-PA NS 2.08414964757514e-07 4.17264387721334e-07 X-0.01 chronic
0.01 H3N2 3-PA S -1.65235978640814e-06 2.71510672743752e-06 X-0.01 chronic
0.01 H3N2 3-PA Stop -2.10467541093419e-07 9.8212292370645e-07 X-0.01 chronic
0.01 H3N2 4-HA NS 2.14620684141562e-05 5.77729050623202e-06 X-0.01 chronic
0.01 H3N2 4-HA S 9.29402422763252e-07 5.51430383574394e-07 X-0.01 chronic
0.01 H3N2 4-HA Stop 0 0 X-0.01 chronic
0.01 H3N2 5-NP NS -5.97529190963977e-07 1.18793247305614e-06 X-0.01 chronic
0.01 H3N2 5-NP S 3.49163845392417e-05 1.06464323981411e-05 X-0.01 chronic
0.01 H3N2 5-NP Stop 3.91011410670392e-06 1.19747244517808e-06 X-0.01 chronic
0.01 H3N2 6-NA NS 1.50063025192702e-05 5.00244850366646e-06 X-0.01 chronic
0.01 H3N2 6-NA S 4.02657341733346e-05 1.5706950687507e-05 X-0.01 chronic
0.01 H3N2 6-NA Stop 0 0 X-0.01 chronic
0.01 H3N2 7-M1 NS 2.34218580250886e-05 7.1671683192851e-06 X-0.01 chronic
0.01 H3N2 7-M1 S -4.67393872913883e-06 1.12623792079922e-05 X-0.01 chronic
0.01 H3N2 7-M1 Stop 0 0 X-0.01 chronic
0.01 H3N2 7-M2 NS 0 0 X-0.01 chronic
0.01 H3N2 7-M2 S -2.64318196828924e-06 2.32238364886597e-06 X-0.01 chronic
0.01 H3N2 7-M2 Stop 0 0 X-0.01 chronic
0.01 H3N2 8-NEP NS 7.53296742689979e-05 8.08028124327532e-06 X-0.01 chronic
0.01 H3N2 8-NEP S 0 0 X-0.01 chronic
0.01 H3N2 8-NEP Stop 0 0 X-0.01 chronic
0.01 H3N2 8-NS1 NS 4.72733319342152e-05 4.99767687834227e-06 X-0.01 chronic
0.01 H3N2 8-NS1 S 2.26424491875129e-07 2.88221210645151e-06 X-0.01 chronic
0.01 H3N2 8-NS1 Stop 0 0 X-0.01 chronic
0.01 H3N2 1-PB2 NS 1.28701284210906e-06 1.215971055348e-06 Y-0.01 chronic
0.01 H3N2 1-PB2 S 4.65245452068392e-07 5.43144022263802e-06 Y-0.01 chronic
0.01 H3N2 1-PB2 Stop 0 0 Y-0.01 chronic
0.01 H3N2 2-PB1 NS 4.45033222235965e-06 2.87047280152965e-06 Y-0.01 chronic
0.01 H3N2 2-PB1 S 7.91659194253836e-06 5.82456396826713e-06 Y-0.01 chronic
0.01 H3N2 2-PB1 Stop 0 0 Y-0.01 chronic
0.01 H3N2 3-PA NS 4.1399002832671e-06 3.5903314370592e-06 Y-0.01 chronic
0.01 H3N2 3-PA S 3.53461788051372e-05 9.28987991293327e-06 Y-0.01 chronic
